Age,Height(cm),Weight(kg),Veg/Non-Veg,Gender,Workout,Vegan,Protein_min(g),Protein_max(g)
36,168,90,Non-veg,F,False,True,108.0,135.0
60,182,114,Veg,M,False,False,171.0,205.2
18,163,41,Veg,M,True,True,61.5,73.8
37,164,52,Non-veg,M,True,True,78.0,93.6
43,187,82,Veg,M,False,False,123.0,147.6
56,169,72,Non-veg,M,False,True,108.0,129.6
52,168,59,Veg,M,True,False,88.5,106.2
55,189,64,Veg,M,True,True,96.0,115.2
24,186,107,Veg,M,False,False,160.5,192.6
55,171,111,Veg,M,False,False,166.5,199.8
25,164,44,Non-veg,M,True,True,66.0,79.2
23,150,114,Veg,F,False,True,136.8,171.0
29,166,90,Veg,F,True,True,108.0,135.0
24,169,70,Veg,F,True,False,84.0,105.0
47,151,99,Veg,F,False,True,118.8,148.5
32,179,97,Non-veg,M,True,True,145.5,174.6
48,172,55,Non-veg,M,False,True,82.5,99.0
38,167,85,Non-veg,F,False,True,102.0,127.5
56,168,70,Non-veg,M,False,False,105.0,126.0
35,158,57,Veg,F,True,True,68.4,85.5
46,162,103,Veg,M,False,False,154.5,185.4
59,167,103,Veg,F,True,True,123.6,154.5
40,164,111,Non-veg,M,False,False,166.5,199.8
31,166,78,Non-veg,F,True,False,93.6,117.0
47,180,59,Veg,M,True,True,88.5,106.2
38,179,85,Non-veg,M,True,False,127.5,153.0
30,180,49,Non-veg,M,True,False,73.5,88.2
56,165,61,Veg,M,True,True,91.5,109.8
56,163,105,Non-veg,M,False,False,157.5,189.0
57,152,106,Veg,F,False,True,127.2,159.0
34,163,98,Veg,M,False,False,147.0,176.4
35,150,56,Veg,F,True,True,67.2,84.0
51,181,97,Veg,M,True,True,145.5,174.6
41,178,106,Veg,M,True,True,159.0,190.8
41,188,83,Veg,M,True,True,124.5,149.4
37,162,68,Non-veg,F,True,True,81.6,102.0
48,185,105,Veg,M,False,False,157.5,189.0
39,170,78,Non-veg,F,False,False,93.6,117.0
38,163,65,Non-veg,M,False,True,97.5,117.0
37,174,69,Non-veg,M,False,True,103.5,124.2
46,155,74,Non-veg,F,False,True,88.8,111.0
36,188,113,Non-veg,M,True,False,169.5,203.4
42,182,75,Veg,M,True,False,112.5,135.0
59,151,44,Non-veg,F,False,False,52.8,66.0
28,161,87,Veg,F,True,False,104.4,130.5
59,185,84,Non-veg,M,True,False,126.0,151.2
60,161,100,Non-veg,F,True,False,120.0,150.0
26,164,102,Non-veg,F,False,True,122.4,153.0
35,163,95,Veg,F,False,False,114.0,142.5
36,175,75,Non-veg,M,True,False,112.5,135.0
34,163,118,Veg,F,False,True,141.6,177.0
38,163,67,Non-veg,F,False,False,80.4,100.5
40,187,115,Non-veg,M,False,True,172.5,207.0
41,169,78,Non-veg,M,False,True,117.0,140.4
34,155,104,Non-veg,F,False,True,124.8,156.0
34,165,47,Non-veg,F,True,True,56.4,70.5
58,181,43,Non-veg,M,True,False,64.5,77.4
32,167,100,Non-veg,M,True,False,150.0,180.0
41,163,56,Non-veg,M,True,True,84.0,100.8
40,150,64,Non-veg,F,False,True,76.8,96.0
58,169,68,Non-veg,F,False,False,81.6,102.0
59,162,48,Non-veg,M,False,False,72.0,86.4
52,161,50,Non-veg,F,False,False,60.0,75.0
41,186,98,Non-veg,M,False,False,147.0,176.4
42,167,94,Non-veg,F,False,True,112.8,141.0
45,189,41,Veg,M,False,True,61.5,73.8
26,164,70,Non-veg,F,True,False,84.0,105.0
44,161,102,Veg,M,True,False,153.0,183.6
54,188,54,Veg,M,True,False,81.0,97.2
28,151,72,Veg,F,True,False,86.4,108.0
22,163,90,Veg,M,False,True,135.0,162.0
49,174,107,Veg,M,False,False,160.5,192.6
22,158,97,Non-veg,F,False,False,116.4,145.5
31,160,100,Non-veg,F,True,False,120.0,150.0
35,174,41,Veg,M,True,False,61.5,73.8
45,190,53,Non-veg,M,False,True,79.5,95.4
19,153,63,Veg,F,False,False,75.6,94.5
41,175,85,Non-veg,M,False,False,127.5,153.0
58,156,43,Non-veg,F,True,True,51.6,64.5
55,161,43,Non-veg,M,True,False,64.5,77.4
25,162,81,Non-veg,F,False,True,97.2,121.5
40,168,51,Veg,M,True,False,76.5,91.8
27,189,77,Veg,M,True,False,115.5,138.6
49,161,103,Veg,F,True,True,123.6,154.5
56,180,72,Veg,M,True,True,108.0,129.6
46,187,41,Veg,M,False,False,61.5,73.8
52,170,71,Non-veg,F,True,True,85.2,106.5
50,176,91,Non-veg,M,False,False,136.5,163.8
42,183,71,Veg,M,False,True,106.5,127.8
28,153,70,Non-veg,F,True,False,84.0,105.0
37,151,46,Non-veg,F,False,True,55.2,69.0
23,188,86,Non-veg,M,False,True,129.0,154.8
26,167,85,Veg,F,True,True,102.0,127.5
24,164,115,Veg,M,True,True,172.5,207.0
19,172,112,Non-veg,M,False,True,168.0,201.6
35,174,87,Non-veg,M,True,True,130.5,156.6
33,163,95,Veg,M,False,False,142.5,171.0
36,151,110,Veg,F,True,True,132.0,165.0
34,168,106,Non-veg,M,False,False,159.0,190.8
38,171,84,Veg,M,True,False,126.0,151.2
54,168,87,Veg,F,False,True,104.4,130.5
24,164,106,Non-veg,F,False,False,127.2,159.0
53,173,43,Veg,M,False,True,64.5,77.4
34,160,78,Veg,M,True,True,117.0,140.4
58,177,90,Non-veg,M,False,True,135.0,162.0
51,157,115,Non-veg,F,False,True,138.0,172.5
36,164,89,Veg,M,False,True,133.5,160.2
58,165,117,Non-veg,M,True,False,175.5,210.6
48,163,110,Non-veg,F,False,True,132.0,165.0
26,161,69,Non-veg,F,True,False,82.8,103.5
25,170,49,Veg,F,True,False,58.8,73.5
29,153,82,Veg,F,True,False,98.4,123.0
48,167,67,Veg,M,True,False,100.5,120.6
19,156,87,Non-veg,F,False,False,104.4,130.5
51,161,68,Veg,M,False,False,102.0,122.4
49,167,76,Veg,F,False,False,91.2,114.0
56,176,54,Non-veg,M,True,True,81.0,97.2
24,165,100,Non-veg,M,False,True,150.0,180.0
29,152,83,Veg,F,False,False,99.6,124.5
38,168,119,Veg,M,True,False,178.5,214.2
44,170,111,Non-veg,M,False,True,166.5,199.8
27,150,93,Non-veg,F,True,True,111.6,139.5
28,167,120,Veg,M,True,False,180.0,216.0
56,175,55,Non-veg,M,True,False,82.5,99.0
45,159,109,Veg,F,False,True,130.8,163.5
45,184,59,Non-veg,M,False,True,88.5,106.2
37,161,103,Veg,F,False,False,123.6,154.5
53,164,48,Veg,M,False,True,72.0,86.4
50,153,111,Non-veg,F,True,False,133.2,166.5
19,187,60,Non-veg,M,False,True,90.0,108.0
22,159,54,Veg,F,False,False,64.8,81.0
54,170,80,Non-veg,F,False,False,96.0,120.0
47,163,46,Non-veg,M,True,True,69.0,82.8
45,150,41,Non-veg,F,True,False,49.2,61.5
27,184,105,Non-veg,M,True,False,157.5,189.0
24,155,43,Non-veg,F,True,False,51.6,64.5
60,151,109,Veg,F,False,True,130.8,163.5
26,167,40,Veg,F,True,False,48.0,60.0
34,171,47,Non-veg,M,False,False,70.5,84.6
34,165,106,Non-veg,M,False,True,159.0,190.8
20,188,79,Veg,M,False,True,118.5,142.2
30,163,92,Veg,F,False,True,110.4,138.0
51,160,76,Non-veg,F,False,False,91.2,114.0
34,161,81,Non-veg,M,False,False,121.5,145.8
22,181,69,Veg,M,True,False,103.5,124.2
22,181,74,Veg,M,True,False,111.0,133.2
43,169,112,Non-veg,F,False,True,134.4,168.0
57,162,68,Veg,M,True,True,102.0,122.4
48,170,58,Veg,F,False,True,69.6,87.0
52,185,101,Non-veg,M,True,True,151.5,181.8
50,164,82,Non-veg,M,True,False,123.0,147.6
42,163,93,Veg,F,False,True,111.6,139.5
45,157,119,Non-veg,F,True,True,142.8,178.5
40,165,74,Non-veg,M,False,False,111.0,133.2
25,168,97,Veg,F,True,True,116.4,145.5
24,154,46,Non-veg,F,False,False,55.2,69.0
55,162,79,Veg,F,True,False,94.8,118.5
23,171,68,Non-veg,M,True,False,102.0,122.4
20,168,117,Veg,F,False,False,140.4,175.5
30,162,94,Non-veg,M,False,False,141.0,169.2
59,158,55,Non-veg,F,False,True,66.0,82.5
58,155,48,Non-veg,F,True,True,57.6,72.0
21,160,52,Non-veg,F,True,False,62.4,78.0
32,185,117,Non-veg,M,False,False,175.5,210.6
30,168,99,Non-veg,M,True,True,148.5,178.2
32,158,83,Non-veg,F,False,False,99.6,124.5
50,176,41,Non-veg,M,False,True,61.5,73.8
53,185,118,Veg,M,False,False,177.0,212.4
56,150,76,Non-veg,F,True,False,91.2,114.0
51,185,100,Non-veg,M,True,True,150.0,180.0
30,166,112,Veg,M,True,True,168.0,201.6
37,163,53,Non-veg,F,False,True,63.6,79.5
57,152,53,Non-veg,F,True,True,63.6,79.5
30,164,98,Veg,F,False,False,117.6,147.0
25,169,75,Non-veg,F,False,True,90.0,112.5
52,162,57,Non-veg,M,True,False,85.5,102.6
31,175,68,Veg,M,False,True,102.0,122.4
54,176,55,Veg,M,False,True,82.5,99.0
29,158,103,Veg,F,True,False,123.6,154.5
52,174,81,Non-veg,M,False,False,121.5,145.8
59,162,57,Non-veg,M,True,False,85.5,102.6
31,189,47,Veg,M,True,False,70.5,84.6
54,182,69,Veg,M,True,True,103.5,124.2
38,160,114,Non-veg,M,True,False,171.0,205.2
37,184,97,Non-veg,M,False,True,145.5,174.6
40,165,113,Non-veg,F,False,False,135.6,169.5
24,162,113,Non-veg,M,True,True,169.5,203.4
42,155,102,Non-veg,F,True,True,122.4,153.0
32,166,55,Non-veg,M,False,False,82.5,99.0
20,170,113,Non-veg,F,False,True,135.6,169.5
48,162,113,Veg,M,False,False,169.5,203.4
40,177,76,Veg,M,True,False,114.0,136.8
28,183,104,Non-veg,M,False,True,156.0,187.2
35,166,92,Veg,F,False,True,110.4,138.0
46,151,65,Veg,F,True,False,78.0,97.5
58,174,106,Non-veg,M,True,False,159.0,190.8
48,169,68,Veg,F,True,True,81.6,102.0
53,171,65,Non-veg,M,False,False,97.5,117.0
59,163,74,Veg,F,True,True,88.8,111.0
30,151,62,Veg,F,False,True,74.4,93.0
43,153,80,Non-veg,F,False,True,96.0,120.0
54,177,99,Non-veg,M,False,False,148.5,178.2
23,189,103,Non-veg,M,True,True,154.5,185.4
42,177,120,Non-veg,M,True,False,180.0,216.0
59,162,45,Veg,M,True,False,67.5,81.0
52,163,93,Veg,F,False,True,111.6,139.5
60,158,43,Veg,F,True,False,51.6,64.5
52,168,57,Veg,F,False,True,68.4,85.5
30,150,103,Non-veg,F,False,False,123.6,154.5
24,150,60,Non-veg,F,False,False,72.0,90.0
48,184,79,Veg,M,False,True,118.5,142.2
54,156,49,Veg,F,False,True,58.8,73.5
30,168,115,Non-veg,F,False,True,138.0,172.5
29,164,103,Veg,F,True,False,123.6,154.5
22,188,74,Non-veg,M,True,True,111.0,133.2
39,165,44,Non-veg,M,True,False,66.0,79.2
21,178,100,Non-veg,M,True,False,150.0,180.0
45,165,52,Veg,F,False,False,62.4,78.0
24,161,89,Veg,M,False,False,133.5,160.2
59,175,104,Non-veg,M,True,False,156.0,187.2
22,160,96,Non-veg,F,True,False,115.2,144.0
25,161,118,Non-veg,M,False,True,177.0,212.4
22,167,61,Veg,M,False,False,91.5,109.8
35,169,79,Veg,F,False,True,94.8,118.5
43,157,83,Non-veg,F,True,False,99.6,124.5
28,175,67,Non-veg,M,False,False,100.5,120.6
60,155,75,Non-veg,F,False,False,90.0,112.5
51,152,43,Non-veg,F,True,False,51.6,64.5
60,161,90,Non-veg,F,True,False,108.0,135.0
18,169,86,Veg,M,True,False,129.0,154.8
23,163,48,Non-veg,M,False,False,72.0,86.4
20,166,111,Veg,F,True,True,133.2,166.5
18,170,89,Veg,F,True,True,106.8,133.5
41,152,119,Non-veg,F,True,False,142.8,178.5
45,172,86,Non-veg,M,False,False,129.0,154.8
46,155,91,Veg,F,False,False,109.2,136.5
18,152,47,Non-veg,F,False,False,56.4,70.5
41,182,76,Veg,M,True,False,114.0,136.8
40,159,78,Veg,F,False,False,93.6,117.0
27,161,66,Non-veg,F,False,False,79.2,99.0
22,161,113,Non-veg,F,False,True,135.6,169.5
51,161,95,Non-veg,F,False,False,114.0,142.5
33,164,52,Non-veg,M,False,False,78.0,93.6
23,167,78,Veg,F,False,False,93.6,117.0
43,187,59,Non-veg,M,True,True,88.5,106.2
28,169,115,Non-veg,F,False,False,138.0,172.5
34,187,118,Non-veg,M,True,True,177.0,212.4
42,175,71,Veg,M,True,True,106.5,127.8
54,155,102,Non-veg,F,True,False,122.4,153.0
54,183,88,Non-veg,M,False,False,132.0,158.4
25,185,74,Non-veg,M,False,True,111.0,133.2
23,180,98,Non-veg,M,False,True,147.0,176.4
40,157,91,Non-veg,F,True,True,109.2,136.5
52,168,63,Non-veg,M,True,False,94.5,113.4
27,158,97,Veg,F,True,False,116.4,145.5
38,157,45,Veg,F,True,True,54.0,67.5
19,179,65,Veg,M,False,True,97.5,117.0
47,185,67,Non-veg,M,False,True,100.5,120.6
49,172,60,Veg,M,True,True,90.0,108.0
44,165,120,Veg,F,False,True,144.0,180.0
40,151,56,Veg,F,False,True,67.2,84.0
28,157,99,Veg,F,True,False,118.8,148.5
20,188,61,Non-veg,M,True,True,91.5,109.8
49,152,87,Non-veg,F,True,False,104.4,130.5
36,164,58,Veg,M,False,False,87.0,104.4
59,163,48,Non-veg,M,False,False,72.0,86.4
25,175,103,Non-veg,M,False,False,154.5,185.4
19,169,54,Veg,F,True,False,64.8,81.0
28,184,101,Non-veg,M,True,True,151.5,181.8
30,167,90,Non-veg,M,False,True,135.0,162.0
43,150,40,Non-veg,F,False,False,48.0,60.0
43,171,116,Non-veg,M,True,True,174.0,208.8
52,166,68,Veg,F,False,False,81.6,102.0
23,167,108,Non-veg,F,False,False,129.6,162.0
33,168,86,Non-veg,M,True,True,129.0,154.8
22,168,93,Veg,M,False,False,139.5,167.4
22,166,78,Veg,M,False,True,117.0,140.4
55,161,55,Non-veg,F,False,True,66.0,82.5
58,156,120,Veg,F,True,True,144.0,180.0
37,172,66,Veg,M,True,False,99.0,118.8
54,172,44,Veg,M,False,False,66.0,79.2
33,154,101,Non-veg,F,True,False,121.2,151.5
23,161,113,Veg,M,False,True,169.5,203.4
38,163,84,Veg,F,False,False,100.8,126.0
43,162,57,Non-veg,F,True,False,68.4,85.5
31,189,110,Veg,M,True,False,165.0,198.0
25,153,83,Veg,F,True,True,99.6,124.5
38,184,113,Veg,M,False,True,169.5,203.4
30,155,99,Non-veg,F,True,True,118.8,148.5
60,168,81,Non-veg,F,False,False,97.2,121.5
34,164,70,Veg,M,True,True,105.0,126.0
39,168,118,Veg,F,False,False,141.6,177.0
43,162,81,Veg,M,True,True,121.5,145.8
41,164,61,Veg,F,True,False,73.2,91.5
33,172,40,Non-veg,M,False,True,60.0,72.0
26,178,41,Veg,M,False,True,61.5,73.8
42,171,92,Non-veg,M,False,False,138.0,165.6
45,168,81,Veg,F,False,False,97.2,121.5
55,188,102,Non-veg,M,False,False,153.0,183.6
50,151,80,Non-veg,F,True,True,96.0,120.0
43,155,44,Non-veg,F,True,True,52.8,66.0
40,173,62,Non-veg,M,True,True,93.0,111.6
29,171,110,Veg,M,False,True,165.0,198.0
21,171,62,Veg,M,False,False,93.0,111.6
42,157,108,Veg,F,True,False,129.6,162.0
31,160,44,Veg,M,False,False,66.0,79.2
22,168,94,Non-veg,M,True,False,141.0,169.2
48,158,88,Veg,F,False,True,105.6,132.0
19,171,62,Veg,M,False,False,93.0,111.6
50,169,61,Veg,M,False,True,91.5,109.8
59,172,71,Non-veg,M,True,False,106.5,127.8
26,161,47,Non-veg,F,True,True,56.4,70.5
33,190,69,Non-veg,M,False,False,103.5,124.2
34,168,64,Non-veg,F,True,False,76.8,96.0
43,170,93,Veg,F,False,True,111.6,139.5
53,175,73,Veg,M,False,True,109.5,131.4
36,161,81,Veg,F,False,False,97.2,121.5
36,152,92,Veg,F,True,False,110.4,138.0
35,182,102,Veg,M,False,False,153.0,183.6
28,166,53,Veg,F,False,False,63.6,79.5
43,161,45,Veg,M,True,True,67.5,81.0
19,169,106,Non-veg,F,True,False,127.2,159.0
34,163,49,Veg,M,True,False,73.5,88.2
48,185,114,Veg,M,False,True,171.0,205.2
53,161,66,Veg,F,True,True,79.2,99.0
19,170,63,Non-veg,F,False,True,75.6,94.5
37,153,66,Non-veg,F,True,True,79.2,99.0
34,165,67,Non-veg,M,False,True,100.5,120.6
52,161,91,Veg,M,False,True,136.5,163.8
53,166,55,Non-veg,F,True,True,66.0,82.5
32,160,65,Veg,M,False,True,97.5,117.0
50,174,95,Non-veg,M,True,False,142.5,171.0
57,186,101,Non-veg,M,True,False,151.5,181.8
46,165,41,Non-veg,M,False,True,61.5,73.8
28,171,46,Veg,M,False,True,69.0,82.8
44,161,116,Veg,F,False,False,139.2,174.0
37,189,80,Non-veg,M,True,False,120.0,144.0
59,170,93,Non-veg,M,False,True,139.5,167.4
51,169,84,Non-veg,M,True,True,126.0,151.2
34,170,48,Veg,M,False,False,72.0,86.4
39,174,76,Veg,M,False,False,114.0,136.8
26,189,53,Non-veg,M,True,False,79.5,95.4
53,175,82,Non-veg,M,True,True,123.0,147.6
26,163,83,Non-veg,F,False,False,99.6,124.5
18,170,107,Veg,M,True,True,160.5,192.6
19,170,60,Veg,M,True,True,90.0,108.0
56,174,101,Veg,M,False,True,151.5,181.8
32,160,74,Veg,M,True,False,111.0,133.2
28,164,97,Non-veg,F,True,False,116.4,145.5
35,165,86,Veg,F,False,True,103.2,129.0
20,153,75,Non-veg,F,True,False,90.0,112.5
38,156,117,Non-veg,F,False,False,140.4,175.5
25,161,68,Veg,M,True,True,102.0,122.4
25,161,118,Non-veg,F,True,False,141.6,177.0
52,164,107,Non-veg,M,True,False,160.5,192.6
42,169,59,Veg,M,False,True,88.5,106.2
29,155,58,Veg,F,False,False,69.6,87.0
26,160,53,Non-veg,F,True,False,63.6,79.5
22,170,47,Veg,F,True,False,56.4,70.5
30,158,119,Non-veg,F,False,True,142.8,178.5
52,166,65,Non-veg,F,True,True,78.0,97.5
30,175,113,Veg,M,True,True,169.5,203.4
41,159,88,Veg,F,False,True,105.6,132.0
39,164,106,Veg,F,False,False,127.2,159.0
57,173,102,Non-veg,M,False,True,153.0,183.6
24,183,67,Veg,M,True,False,100.5,120.6
29,154,113,Non-veg,F,True,True,135.6,169.5
49,177,53,Non-veg,M,False,True,79.5,95.4
56,159,74,Veg,F,True,False,88.8,111.0
39,163,54,Non-veg,F,True,False,64.8,81.0
38,187,62,Veg,M,True,False,93.0,111.6
41,182,115,Veg,M,False,True,172.5,207.0
26,174,43,Non-veg,M,True,True,64.5,77.4
56,170,120,Veg,F,False,True,144.0,180.0
27,160,43,Veg,M,True,True,64.5,77.4
46,153,108,Veg,F,True,True,129.6,162.0
47,159,78,Veg,F,False,True,93.6,117.0
28,162,107,Veg,F,True,False,128.4,160.5
56,188,71,Veg,M,False,True,106.5,127.8
18,177,48,Non-veg,M,False,False,72.0,86.4
30,162,109,Non-veg,F,False,False,130.8,163.5
59,177,97,Veg,M,True,False,145.5,174.6
28,169,118,Veg,M,False,True,177.0,212.4
24,176,97,Non-veg,M,False,False,145.5,174.6
29,163,43,Non-veg,M,True,False,64.5,77.4
35,160,80,Veg,F,False,True,96.0,120.0
26,163,70,Non-veg,F,False,True,84.0,105.0
39,185,67,Non-veg,M,False,False,100.5,120.6
26,155,109,Veg,F,False,False,130.8,163.5
30,154,65,Veg,F,True,True,78.0,97.5
37,160,43,Non-veg,M,False,True,64.5,77.4
45,168,101,Veg,F,True,False,121.2,151.5
22,170,72,Veg,F,True,True,86.4,108.0
57,167,66,Non-veg,F,True,True,79.2,99.0
49,166,74,Veg,M,False,True,111.0,133.2
42,181,60,Veg,M,True,True,90.0,108.0
25,170,46,Veg,F,False,False,55.2,69.0
30,188,109,Veg,M,True,False,163.5,196.2
58,179,50,Non-veg,M,True,False,75.0,90.0
34,161,57,Veg,F,False,False,68.4,85.5
29,170,81,Non-veg,F,True,False,97.2,121.5
18,174,85,Non-veg,M,False,True,127.5,153.0
18,178,110,Non-veg,M,False,False,165.0,198.0
33,190,99,Non-veg,M,True,True,148.5,178.2
33,168,120,Non-veg,M,True,False,180.0,216.0
59,155,50,Non-veg,F,True,True,60.0,75.0
30,154,63,Non-veg,F,False,False,75.6,94.5
27,159,61,Non-veg,F,False,True,73.2,91.5
46,160,119,Veg,F,False,False,142.8,178.5
39,150,81,Veg,F,False,False,97.2,121.5
41,152,76,Veg,F,True,True,91.2,114.0
42,167,117,Veg,M,False,False,175.5,210.6
36,171,88,Non-veg,M,False,True,132.0,158.4
49,162,65,Veg,M,False,True,97.5,117.0
37,189,51,Non-veg,M,False,False,76.5,91.8
58,166,41,Veg,F,True,True,49.2,61.5
39,188,93,Veg,M,True,True,139.5,167.4
28,168,67,Veg,F,True,True,80.4,100.5
49,179,41,Non-veg,M,True,False,61.5,73.8
53,172,120,Non-veg,M,True,True,180.0,216.0
45,154,62,Non-veg,F,False,False,74.4,93.0
29,165,100,Non-veg,F,True,True,120.0,150.0
52,162,112,Veg,F,False,False,134.4,168.0
25,171,72,Veg,M,True,True,108.0,129.6
53,153,50,Non-veg,F,False,False,60.0,75.0
36,175,45,Veg,M,False,True,67.5,81.0
42,157,66,Veg,F,False,True,79.2,99.0
35,151,56,Non-veg,F,False,False,67.2,84.0
31,153,100,Non-veg,F,True,True,120.0,150.0
42,166,52,Veg,M,False,False,78.0,93.6
31,161,69,Veg,M,False,True,103.5,124.2
55,166,65,Veg,F,True,True,78.0,97.5
33,168,64,Veg,F,True,False,76.8,96.0
53,178,87,Non-veg,M,False,True,130.5,156.6
43,171,40,Veg,M,False,False,60.0,72.0
57,164,110,Non-veg,F,False,False,132.0,165.0
48,155,104,Veg,F,True,False,124.8,156.0
30,155,100,Non-veg,F,False,True,120.0,150.0
30,158,114,Veg,F,True,False,136.8,171.0
24,184,56,Veg,M,True,True,84.0,100.8
56,153,105,Non-veg,F,True,True,126.0,157.5
49,158,108,Non-veg,F,True,True,129.6,162.0
37,150,97,Non-veg,F,True,False,116.4,145.5
29,163,107,Veg,F,True,False,128.4,160.5
44,172,79,Veg,M,False,True,118.5,142.2
49,181,83,Veg,M,False,True,124.5,149.4
23,170,87,Non-veg,F,True,False,104.4,130.5
39,153,101,Non-veg,F,True,True,121.2,151.5
27,156,49,Veg,F,True,False,58.8,73.5
60,187,120,Veg,M,True,True,180.0,216.0
54,168,98,Veg,M,False,False,147.0,176.4
35,179,54,Veg,M,False,False,81.0,97.2
47,163,75,Non-veg,F,False,False,90.0,112.5
50,150,103,Veg,F,False,False,123.6,154.5
19,161,94,Non-veg,F,False,True,112.8,141.0
40,162,113,Non-veg,M,False,True,169.5,203.4
48,186,63,Veg,M,True,False,94.5,113.4
44,166,82,Veg,F,True,False,98.4,123.0
58,170,85,Veg,F,True,False,102.0,127.5
46,162,49,Non-veg,F,False,True,58.8,73.5
31,177,96,Veg,M,False,True,144.0,172.8
32,174,74,Non-veg,M,True,False,111.0,133.2
56,162,95,Non-veg,F,False,False,114.0,142.5
54,160,40,Non-veg,M,False,False,60.0,72.0
21,178,50,Veg,M,False,False,75.0,90.0
44,181,62,Veg,M,True,True,93.0,111.6
19,156,106,Veg,F,False,False,127.2,159.0
28,153,71,Veg,F,True,False,85.2,106.5
24,184,52,Non-veg,M,False,True,78.0,93.6
45,170,50,Veg,M,True,False,75.0,90.0
24,163,115,Veg,F,False,False,138.0,172.5
19,153,75,Veg,F,False,True,90.0,112.5
28,187,95,Non-veg,M,False,True,142.5,171.0
28,186,41,Veg,M,False,True,61.5,73.8
55,166,56,Veg,M,False,True,84.0,100.8
31,162,71,Non-veg,M,False,True,106.5,127.8
42,182,79,Veg,M,False,True,118.5,142.2
20,160,110,Veg,M,True,True,165.0,198.0
56,174,70,Veg,M,False,False,105.0,126.0
55,163,87,Non-veg,F,True,True,104.4,130.5
45,168,115,Non-veg,F,False,False,138.0,172.5
54,179,74,Non-veg,M,False,True,111.0,133.2
32,160,114,Veg,F,True,False,136.8,171.0
45,163,118,Non-veg,M,True,True,177.0,212.4
33,183,118,Non-veg,M,True,True,177.0,212.4
38,168,110,Non-veg,M,True,False,165.0,198.0
59,167,66,Non-veg,M,True,True,99.0,118.8
60,168,52,Veg,M,False,False,78.0,93.6
34,165,91,Non-veg,M,True,False,136.5,163.8
29,177,75,Non-veg,M,True,False,112.5,135.0
57,167,41,Veg,F,True,True,49.2,61.5
51,160,94,Veg,M,True,False,141.0,169.2
20,183,71,Non-veg,M,False,True,106.5,127.8
19,185,103,Veg,M,False,False,154.5,185.4
21,168,72,Veg,M,False,True,108.0,129.6
25,161,88,Veg,M,False,True,132.0,158.4
18,168,116,Veg,F,True,False,139.2,174.0
45,155,72,Veg,F,False,True,86.4,108.0
23,178,60,Non-veg,M,False,False,90.0,108.0
43,175,54,Non-veg,M,True,False,81.0,97.2
60,168,42,Non-veg,F,False,True,50.4,63.0
51,167,79,Non-veg,M,True,True,118.5,142.2
47,162,40,Veg,M,False,True,60.0,72.0
25,168,60,Non-veg,F,True,False,72.0,90.0
51,159,64,Veg,F,False,True,76.8,96.0
38,161,65,Veg,M,False,True,97.5,117.0
50,189,42,Veg,M,False,False,63.0,75.6
41,181,54,Veg,M,False,True,81.0,97.2
20,182,51,Non-veg,M,False,True,76.5,91.8
43,170,77,Veg,M,False,False,115.5,138.6
52,158,73,Veg,F,True,True,87.6,109.5
45,181,96,Veg,M,True,False,144.0,172.8
21,168,91,Non-veg,F,True,True,109.2,136.5
53,167,117,Veg,M,False,False,175.5,210.6
44,187,63,Veg,M,True,True,94.5,113.4
53,160,89,Non-veg,M,False,True,133.5,160.2
41,180,78,Veg,M,False,True,117.0,140.4
24,184,80,Veg,M,True,True,120.0,144.0
46,159,74,Veg,F,False,False,88.8,111.0
57,165,117,Veg,F,True,False,140.4,175.5
46,150,77,Veg,F,True,True,92.4,115.5
47,154,59,Non-veg,F,False,False,70.8,88.5
24,171,51,Veg,M,False,False,76.5,91.8
38,181,105,Veg,M,True,False,157.5,189.0
32,190,83,Veg,M,True,True,124.5,149.4
18,175,43,Non-veg,M,True,True,64.5,77.4
18,173,112,Non-veg,M,False,True,168.0,201.6
60,169,56,Non-veg,F,True,False,67.2,84.0
36,168,49,Non-veg,F,False,False,58.8,73.5
57,182,114,Veg,M,False,False,171.0,205.2
18,158,54,Non-veg,F,True,True,64.8,81.0
28,153,93,Non-veg,F,False,False,111.6,139.5
51,155,94,Veg,F,True,True,112.8,141.0
59,167,98,Non-veg,M,False,False,147.0,176.4
27,158,56,Non-veg,F,True,True,67.2,84.0
29,165,50,Veg,F,False,True,60.0,75.0
31,170,65,Veg,F,False,True,78.0,97.5
32,165,48,Veg,M,True,True,72.0,86.4
29,162,76,Veg,M,False,True,114.0,136.8
21,187,78,Non-veg,M,True,True,117.0,140.4
26,169,74,Veg,M,True,True,111.0,133.2
41,157,57,Non-veg,F,False,False,68.4,85.5
35,164,109,Non-veg,M,True,True,163.5,196.2
40,159,105,Non-veg,F,False,False,126.0,157.5
47,163,119,Veg,F,False,True,142.8,178.5
26,190,109,Veg,M,True,False,163.5,196.2
50,167,44,Veg,M,True,True,66.0,79.2
60,169,56,Veg,F,False,True,67.2,84.0
41,167,52,Veg,M,True,True,78.0,93.6
45,179,56,Veg,M,False,True,84.0,100.8
60,188,101,Veg,M,True,False,151.5,181.8
22,168,101,Non-veg,M,True,False,151.5,181.8
52,166,68,Non-veg,F,True,True,81.6,102.0
49,189,56,Veg,M,True,False,84.0,100.8
54,154,119,Veg,F,True,False,142.8,178.5
54,151,77,Veg,F,True,False,92.4,115.5
26,157,81,Veg,F,True,False,97.2,121.5
